,ip_address,web_source,datetime,get_log,number_log_1,number_log_2,web_source_features,specification,TLS,tls_num1,tls_num2,tls_num3,status_tls,status_num,NC,up
246,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/simple-download-monitor/css/sdm_wp_styles.css?ver=6.0.2 HTTP/2.0,200.0,2507.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
248,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /?mcsf_action=main_css&ver=6.0.2 HTTP/2.0,200.0,293.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,HIT,0.0,NC:000000,UP:-
250,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:30,GET /wp-content/plugins/mailchimp//css/flick/flick.css?ver=6.0.2 HTTP/2.0,200.0,3758.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
252,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:29,GET /smart-dukung-masa-depan-pertanian-dengan-memberikan-hampir-1000-beasiswa-selama-10-tahun-terakhir-di-indonesia HTTP/1.1,301.0,0.0,https://www.smart-tbk.com/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.227,0.227,0.227,MISS,0.0,NC:000000,UP:-
254,114.79.46.22,www.smart-tbk.com,2022-10-06 04:34:29,GET /wp-admin/admin-ajax.php?postviews_id=31745&action=postviews&_=1665030864149 HTTP/2.0,200.0,6.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; 21121119SG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36",TLSv1.3,0.349,0.349,0.35,MISS,0.0,NC:000000,UP:SKIP_CACHE_NO_CACHE
256,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:29,GET /smart-dukung-masa-depan-pertanian-dengan-memberikan-hampir-1000-beasiswa-selama-10-tahun-terakhir-di-indonesia/ HTTP/1.1,200.0,51444.0,https://www.smart-tbk.com/smart-dukung-masa-depan-pertanian-dengan-memberikan-hampir-1000-beasiswa-selama-10-tahun-terakhir-di-indonesia,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,,,0.025,HIT,0.0,NC:000000,UP:-
258,120.188.92.41,www.smart-tbk.com,2022-10-06 04:34:29,GET /biofuel-sumber-energi-alternatif/ HTTP/2.0,200.0,43902.0,https://www.google.com/,"Mozilla/5.0 (Linux; Android 10; CPH2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36",TLSv1.3,,,0.0,HIT,0.0,NC:000000,UP:-
260,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:29,GET /smart-dukung-masa-depan-pertanian-dengan-memberikan-hampir-1000-beasiswa-selama-10-tahun-terakhir-di-indonesia HTTP/1.1,301.0,0.0,,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.206,0.206,0.206,MISS,0.0,NC:000000,UP:-
262,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:28,GET /smart-dukung-masa-depan-pertanian-dengan-memberikan-hampir-1000-beasiswa-selama-10-tahun-terakhir-di-indonesia/ HTTP/1.1,200.0,51444.0,https://www.smart-tbk.com/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.409,0.412,0.412,MISS,0.0,NC:000000,UP:-
264,2001:448a:2002:b573:1c5b:a57c:f431:83aa,www.smart-tbk.com,2022-10-06 04:34:28,GET /wp-content/uploads/2020/11/1_t9ZbRWozHAwWapXqCOwj4Q-768x512.jpeg HTTP/2.0,200.0,52760.0,https://www.smart-tbk.com/minyak-sawit-bahan-pangan-penting-untuk-memerangi-kelaparan-global/,"Mozilla/5.0 (Linux; Android 10; CPH2137) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.013,,0.0,NC:000000,UP:-DT
266,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:27,GET /smart-dukung-masa-depan-pertanian-dengan-memberikan-hampir-1000-beasiswa-selama-10-tahun-terakhir-di-indonesia/ HTTP/1.1,200.0,51444.0,https://www.smart-tbk.com/kabar-peristiwa/pers/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.351,0.355,0.555,MISS,0.0,NC:000000,UP:-
268,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:26,GET /gar-bagian-dari-perusahaan-konsorsium-indonesia-menandatangani-dua-mou-dengan-cirad-mendukung-pembangunan-perkebunan-berkelanjutan-dengan-lda HTTP/1.1,301.0,0.0,https://www.smart-tbk.com/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.208,0.208,0.208,MISS,0.0,NC:000000,UP:-
270,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:26,GET /gar-bagian-dari-perusahaan-konsorsium-indonesia-menandatangani-dua-mou-dengan-cirad-mendukung-pembangunan-perkebunan-berkelanjutan-dengan-lda/ HTTP/1.1,200.0,51522.0,https://www.smart-tbk.com/gar-bagian-dari-perusahaan-konsorsium-indonesia-menandatangani-dua-mou-dengan-cirad-mendukung-pembangunan-perkebunan-berkelanjutan-dengan-lda,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,,,0.026,HIT,0.0,NC:000000,UP:-
272,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:26,GET /gar-bagian-dari-perusahaan-konsorsium-indonesia-menandatangani-dua-mou-dengan-cirad-mendukung-pembangunan-perkebunan-berkelanjutan-dengan-lda HTTP/1.1,301.0,0.0,,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.248,0.248,0.248,MISS,0.0,NC:000000,UP:-
274,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:25,GET /gar-bagian-dari-perusahaan-konsorsium-indonesia-menandatangani-dua-mou-dengan-cirad-mendukung-pembangunan-perkebunan-berkelanjutan-dengan-lda/ HTTP/1.1,200.0,51521.0,https://www.smart-tbk.com/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.355,0.358,0.504,MISS,0.0,NC:000000,UP:-
276,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:25,GET /gar-bagian-dari-perusahaan-konsorsium-indonesia-menandatangani-dua-mou-dengan-cirad-mendukung-pembangunan-perkebunan-berkelanjutan-dengan-lda/ HTTP/1.1,200.0,51522.0,https://www.smart-tbk.com/kabar-peristiwa/pers/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.394,0.398,0.89,MISS,0.0,NC:000000,UP:-
278,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:23,GET /pt-smart-tbk-bersama-dengan-akademi-pariwisata-majapahit-bekerjasama-dalam-pendidikan-bagi-600-siswanya HTTP/1.1,301.0,0.0,https://www.smart-tbk.com/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.255,0.255,0.255,MISS,0.0,NC:000000,UP:-
280,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:23,GET /pt-smart-tbk-bersama-dengan-akademi-pariwisata-majapahit-bekerjasama-dalam-pendidikan-bagi-600-siswanya/ HTTP/1.1,200.0,51405.0,https://www.smart-tbk.com/pt-smart-tbk-bersama-dengan-akademi-pariwisata-majapahit-bekerjasama-dalam-pendidikan-bagi-600-siswanya,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,,,0.234,HIT,0.0,NC:000000,UP:-
282,2001:448a:2002:b573:1c5b:a57c:f431:83aa,www.smart-tbk.com,2022-10-06 04:34:22,GET /wp-admin/admin-ajax.php?postviews_id=154171&action=postviews&_=1665030861822 HTTP/2.0,200.0,4.0,https://www.smart-tbk.com/minyak-sawit-bahan-pangan-penting-untuk-memerangi-kelaparan-global/,"Mozilla/5.0 (Linux; Android 10; CPH2137) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",TLSv1.3,0.382,0.382,0.382,MISS,0.0,NC:000000,UP:SKIP_CACHE_NO_CACHE
284,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:22,GET /pt-smart-tbk-bersama-dengan-akademi-pariwisata-majapahit-bekerjasama-dalam-pendidikan-bagi-600-siswanya HTTP/1.1,301.0,0.0,,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.307,0.307,0.307,MISS,0.0,NC:000000,UP:-
286,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:21,GET /pt-smart-tbk-bersama-dengan-akademi-pariwisata-majapahit-bekerjasama-dalam-pendidikan-bagi-600-siswanya/ HTTP/1.1,200.0,51403.0,https://www.smart-tbk.com/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,,,0.0,HIT,0.0,NC:000000,UP:-
288,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:21,GET /pt-smart-tbk-bersama-dengan-akademi-pariwisata-majapahit-bekerjasama-dalam-pendidikan-bagi-600-siswanya/ HTTP/1.1,200.0,51405.0,https://www.smart-tbk.com/kabar-peristiwa/pers/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.453,0.456,0.495,MISS,0.0,NC:000000,UP:-
290,2001:448a:2002:b573:1c5b:a57c:f431:83aa,www.smart-tbk.com,2022-10-06 04:34:21,GET /minyak-sawit-bahan-pangan-penting-untuk-memerangi-kelaparan-global/ HTTP/2.0,200.0,56176.0,https://www.google.com/,"Mozilla/5.0 (Linux; Android 10; CPH2137) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.001,HIT,0.0,NC:000000,UP:-
292,2001:448a:2002:b573:1c5b:a57c:f431:83aa,www.smart-tbk.com,2022-10-06 04:34:21,GET /?mcsf_action=main_css&ver=6.0.2 HTTP/2.0,200.0,389.0,,"Mozilla/5.0 (Linux; Android 10; CPH2137) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.001,HIT,0.0,NC:000000,UP:-
294,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:20,GET /material-tanam-baru-berkualitas-unggul-dari-pt-smart-tbk-berpotensi-tingkatkan-produktivitas-minyak-kelapa-sawit-ke-level-tertinggi-di-industri-indonesia HTTP/1.1,301.0,0.0,https://www.smart-tbk.com/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.23,0.23,0.23,MISS,0.0,NC:000000,UP:-
296,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:20,GET /material-tanam-baru-berkualitas-unggul-dari-pt-smart-tbk-berpotensi-tingkatkan-produktivitas-minyak-kelapa-sawit-ke-level-tertinggi-di-industri-indonesia/ HTTP/1.1,200.0,51622.0,https://www.smart-tbk.com/material-tanam-baru-berkualitas-unggul-dari-pt-smart-tbk-berpotensi-tingkatkan-produktivitas-minyak-kelapa-sawit-ke-level-tertinggi-di-industri-indonesia,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,,,0.024,HIT,0.0,NC:000000,UP:-
298,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:20,GET /material-tanam-baru-berkualitas-unggul-dari-pt-smart-tbk-berpotensi-tingkatkan-produktivitas-minyak-kelapa-sawit-ke-level-tertinggi-di-industri-indonesia HTTP/1.1,301.0,0.0,,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.25,0.25,0.251,MISS,0.0,NC:000000,UP:-
300,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:19,GET /material-tanam-baru-berkualitas-unggul-dari-pt-smart-tbk-berpotensi-tingkatkan-produktivitas-minyak-kelapa-sawit-ke-level-tertinggi-di-industri-indonesia/ HTTP/1.1,200.0,51623.0,https://www.smart-tbk.com/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.425,0.43,0.43,MISS,0.0,NC:000000,UP:-
302,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:19,GET /favicon.ico HTTP/2.0,200.0,15086.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
304,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:18,GET /material-tanam-baru-berkualitas-unggul-dari-pt-smart-tbk-berpotensi-tingkatkan-produktivitas-minyak-kelapa-sawit-ke-level-tertinggi-di-industri-indonesia/ HTTP/1.1,200.0,51622.0,https://www.smart-tbk.com/kabar-peristiwa/pers/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.437,0.445,0.877,MISS,0.0,NC:000000,UP:-
306,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:17,GET /wp-content/uploads/2017/07/biofuel-ID-768x350.jpg HTTP/2.0,200.0,28803.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.0,,0.0,NC:000000,UP:-DT
308,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:17,GET /pemegang-saham-pt-smart-tbk-sahkan-laporan-tahunan-direksi-tahun-2016 HTTP/1.1,301.0,0.0,https://www.smart-tbk.com/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.352,0.352,0.352,MISS,0.0,NC:000000,UP:-
310,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:16,GET /pemegang-saham-pt-smart-tbk-sahkan-laporan-tahunan-direksi-tahun-2016/ HTTP/1.1,200.0,51286.0,https://www.smart-tbk.com/pemegang-saham-pt-smart-tbk-sahkan-laporan-tahunan-direksi-tahun-2016,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,,,0.028,HIT,0.0,NC:000000,UP:-
312,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:16,GET /pemegang-saham-pt-smart-tbk-sahkan-laporan-tahunan-direksi-tahun-2016 HTTP/1.1,301.0,0.0,,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.242,0.242,0.242,MISS,0.0,NC:000000,UP:-
314,103.108.22.7,www.smart-tbk.com,2022-10-06 04:34:16,GET /wp-content/themes/gar-mdi/assets/fonts/arial-bold.woff HTTP/2.0,200.0,98304.0,https://www.smart-tbk.com/wp-content/themes/gar-mdi/assets/css/style.css?v3.1,"Mozilla/5.0 (Linux; Android 11; RMX1971) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Mobile Safari/537.36",TLSv1.3,,,68.75,,0.0,NC:000000,UP:-DT
316,115.178.207.54,www.smart-tbk.com,2022-10-06 04:34:15,GET /pemegang-saham-pt-smart-tbk-sahkan-laporan-tahunan-direksi-tahun-2016/ HTTP/1.1,200.0,51287.0,https://www.smart-tbk.com/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),TLSv1.2,0.535,0.542,0.871,EXPIRED,0.0,NC:000000,UP:-
318,114.79.46.22,www.smart-tbk.com,2022-10-06 04:34:15,GET /?mcsf_action=main_css&ver=6.0.2 HTTP/2.0,200.0,389.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; 21121119SG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36",TLSv1.3,,,0.0,HIT,0.0,NC:000000,UP:-
320,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/uploads/2022/07/dmpa-programme.jpg HTTP/2.0,200.0,380998.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.781,,0.0,NC:000000,UP:-DT
322,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/uploads/2022/08/30959744_ML-1.jpg HTTP/2.0,200.0,397262.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.781,,0.0,NC:000000,UP:-DT
324,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/uploads/2022/09/33488882768_ed6364a89f_k.jpg HTTP/2.0,200.0,1595374.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.781,,0.0,NC:000000,UP:-DT
326,114.79.46.22,www.smart-tbk.com,2022-10-06 04:34:15,GET /biofuel-sumber-energi-alternatif/ HTTP/2.0,200.0,54199.0,https://www.google.com/,"Mozilla/5.0 (Linux; Android 11; 21121119SG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36",TLSv1.3,,,0.001,HIT,0.0,NC:000000,UP:-
328,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-admin/admin-ajax.php?postviews_id=31745&action=postviews&_=1665030854177 HTTP/2.0,200.0,6.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,0.5,0.5,0.563,MISS,0.0,NC:000000,UP:SKIP_CACHE_NO_CACHE
330,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/uploads/2021/01/Blogs-fn-1.jpg HTTP/2.0,200.0,847439.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.563,,0.0,NC:000000,UP:-DT
332,103.108.22.7,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/themes/gar-mdi/assets/fonts/arial-bold.woff2 HTTP/2.0,404.0,0.0,https://www.smart-tbk.com/wp-content/themes/gar-mdi/assets/css/style.css?v3.1,"Mozilla/5.0 (Linux; Android 11; RMX1971) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Mobile Safari/537.36",TLSv1.3,0.306,0.306,0.473,MISS,0.0,NC:000000,UP:SKIP_CACHE_NO_CACHE
334,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/themes/gar-mdi/assets/fonts/arial-bold.woff HTTP/2.0,200.0,499908.0,https://www.smart-tbk.com/wp-content/themes/gar-mdi/assets/css/style.css?v3.1,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.453,,0.0,NC:000000,UP:-DT
336,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/themes/gar-mdi/assets/fonts/arial.woff HTTP/2.0,200.0,525872.0,https://www.smart-tbk.com/wp-content/themes/gar-mdi/assets/css/style.css?v3.1,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.453,,0.0,NC:000000,UP:-DT
338,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/uploads/2017/05/10-Products-cover-image.png HTTP/2.0,200.0,1078319.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.453,,0.0,NC:000000,UP:-DT
340,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/themes/gar-mdi/assets/fonts/tahoma-bold.woff HTTP/2.0,200.0,431140.0,https://www.smart-tbk.com/wp-content/themes/gar-mdi/assets/css/style.css?v3.1,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.399,,0.0,NC:000000,UP:-DT
342,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-includes/js/wp-emoji-release.min.js?ver=6.0.2 HTTP/2.0,200.0,4583.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.379,,0.0,NC:000000,UP:-DT
344,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/themes/gar-mdi/assets/img/smart-logo-white.svg HTTP/2.0,200.0,7477.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.379,,0.0,NC:000000,UP:-DT
346,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/uploads/2017/03/faq-edit.jpg HTTP/2.0,200.0,118667.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.379,,0.0,NC:000000,UP:-DT
348,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/uploads/2017/07/Biofuel-Icon.jpg HTTP/2.0,200.0,99670.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.379,,0.0,NC:000000,UP:-DT
350,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/themes/gar-mdi/assets/img/export/mail-icn.svg HTTP/2.0,200.0,457.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.349,,0.0,NC:000000,UP:-DT
352,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/themes/gar-mdi/assets/img/export/in-icn.svg HTTP/2.0,200.0,389.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.349,,0.0,NC:000000,UP:-DT
354,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/themes/gar-mdi/assets/img/export/tw-icn.svg HTTP/2.0,200.0,393.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.349,,0.0,NC:000000,UP:-DT
356,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/themes/gar-mdi/assets/img/export/fb-icn.svg HTTP/2.0,200.0,576.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.349,,0.0,NC:000000,UP:-DT
358,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/themes/gar-mdi/assets/img/ic_times_grey.svg HTTP/2.0,200.0,298.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.349,,0.0,NC:000000,UP:-DT
360,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/uploads/2021/09/internship.png HTTP/2.0,200.0,9160.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.349,,0.0,NC:000000,UP:-DT
362,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/uploads/2021/09/scholarship.png HTTP/2.0,200.0,8321.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.313,,0.0,NC:000000,UP:-DT
364,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/uploads/2021/09/graduates-pro.png HTTP/2.0,200.0,8901.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.626,,0.0,NC:000000,UP:-DT
366,140.213.230.27,www.smart-tbk.com,2022-10-06 04:34:15,GET /wp-content/uploads/2021/09/faq-palm.png HTTP/2.0,200.0,1862.0,https://www.smart-tbk.com/biofuel-sumber-energi-alternatif/,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",TLSv1.3,,,0.626,,0.0,NC:000000,UP:-DT
